micron   Jy    Jy   quality
      19.7682  0.000959910 9.58951e-005       0
      19.8599   0.00104963  0.000104858       0
      19.9516   0.00114428  0.000114314       0
      20.0433   0.00114345  0.000114231       0
      20.1350   0.00108722  0.000108613       0
      20.2267  0.000987094 9.86108e-005       0
      20.3183  0.000969298 9.68330e-005       0
      20.4100  0.000844852 8.44008e-005       0
      20.5201  0.000778330 7.77552e-005       0
      20.6966  0.000672398 6.71726e-005       0
      20.8732  0.000617900 6.17283e-005       0
      21.0500  0.000534688 5.34154e-005       0
      21.2268  0.000514312 5.13798e-005       0
      21.4038  0.000483950 4.83467e-005       0
      21.5808  0.000518340 5.17822e-005       0
      21.7579  0.000510088 5.09578e-005       0
      21.9352  0.000469644 4.69175e-005       0
      22.1125  0.000511584 5.11073e-005       0
      22.2900  0.000540300 5.39760e-005       0
      22.4675  0.000488960 4.88472e-005       0
      22.6452  0.000464150 4.63686e-005       0
      22.8230  0.000453418 4.52965e-005       0
      23.0009  0.000362756 3.62394e-005       0
      23.1788  0.000286224 2.85938e-005       0
      23.3569  0.000244876 2.44631e-005       0
      23.5351  0.000221716 2.21495e-005       0
      23.7134  0.000162232 1.62070e-005       0
      23.8918  0.000166612 1.66446e-005       0
      24.0703  0.000145382 1.45237e-005       0
      24.2489  0.000139454 1.39315e-005       0
      24.4276  0.000120094 1.19974e-005       0
      24.6064  0.000100018 9.99181e-006       0
      25.1435  0.000102364 1.02262e-005       0
      25.3227  0.000127440 1.27313e-005       0
      25.5021  0.000131578 1.31447e-005       0
      25.6815  0.000152134 1.51982e-005       0
      25.8611  0.000140366 1.40226e-005       0
      26.0408  0.000109582 1.09473e-005       0
      26.2205 9.25460e-005 9.24535e-006       0
      27.1210  0.000111396 1.11285e-005       0
      27.3014  0.000162462 1.62300e-005       0
      27.4820  0.000181214 1.81033e-005       0
      27.6626  0.000205710 2.05504e-005       0
      27.8434  0.000211878 2.11666e-005       0
      28.0242  0.000185814 1.85628e-005       0
      28.2052  0.000181004 1.80823e-005       0
      28.3863  0.000235406 2.35171e-005       0
      28.5675  0.000308006 3.07698e-005       0
      28.7488  0.000365456 3.65091e-005       0
      28.9302  0.000493108 4.92615e-005       0
      29.1117  0.000637502 6.36865e-005       0
      29.2933  0.000715378 7.14663e-005       0
      29.4751  0.000703880 7.03177e-005       0
      29.6569  0.000726102 7.25377e-005       0
      29.8389  0.000649294 6.48645e-005       0
      30.0210  0.000602722 6.02120e-005       0
      30.2031  0.000476904 4.76428e-005       0
      30.3854  0.000463148 4.62685e-005       0
      30.5678  0.000394622 3.94228e-005       0
      30.7504  0.000423748 4.23325e-005       0
      30.9330  0.000413416 4.13003e-005       0
      31.1158  0.000444142 4.43698e-005       0
      31.2986  0.000414092 4.13678e-005       0
      31.4816  0.000426820 4.26394e-005       0
      31.6647  0.000395258 3.94863e-005       0
      31.8479  0.000286074 2.85788e-005       0
      32.0312  0.000343230 3.42887e-005       0
      32.2146  0.000426378 4.25952e-005       0
      32.3982  0.000471934 4.71463e-005       0
      32.5819  0.000546056 5.45510e-005       0
      32.7656  0.000712608 7.11896e-005       0
      32.9495  0.000681964 6.81283e-005       0
      33.1335  0.000758020 7.57263e-005       0
      33.3176  0.000821606 8.20785e-005       0
      33.5019  0.000761996 7.61235e-005       0
      33.6862  0.000660460 6.59800e-005       0
      33.8707  0.000641886 6.41245e-005       0
      34.0553  0.000525962 5.25437e-005       0
      34.2400  0.000547368 5.46821e-005       0
      34.4248  0.000513600 5.13087e-005       0
      34.6097  0.000384642 3.84258e-005       0
      34.7948  0.000334250 3.33916e-005       0
